disease,species,module_id,human_edge,target_edge
AD,mouse,0,CPEB1 - APP,Cpeb1-App
AD,mouse,2,APBB1 - APLP2,Apbb1-Aplp2
AD,mouse,2,APBB1 - Rnf157,Apbb1-Rnf157
AD,mouse,2,GSTP1 - MAPK8,Gstp2-Mapk8
AD,mouse,2,GSTP1 - FANCC,Gstp1-Fancc
AD,mouse,2,GSTP1 - PRDX6,Gstp1-Prdx6
AD,mouse,2,AP2B1 - PICALM,Ap2b1-Picalm
AD,mouse,2,CLTC - PICALM,Cltc-Picalm
AD,mouse,2,MAPK8 - APBB2,Mapk8-Apbb2
AD,mouse,2,MAPK8 - WWOX,Mapk8-Wwox
AD,mouse,2,PRDX6 - NCF2,Prdx6-Ncf2
AD,mouse,2,MAPK8IP2 - LRP8,Mapk8ip2-Lrp8
AD,mouse,2,LRP8 - MAPK8IP1,Lrp8-Mapk8ip1
AD,mouse,2,UCHL5 - CTSD,Uchl5-Ctsd
AD,mouse,2,POR - PGRMC1,Por-Pgrmc1
AD,mouse,2,CANX - PGRMC1,Canx-Pgrmc1
AD,mouse,2,ADAM10 - TSPAN15,Adam10-Tspan15
AD,mouse,2,PGRMC1 - DPP4,Pgrmc1-Dpp4
AD,mouse,3,DNAJB6 - HSPA1A,Dnajb6-Hspa1b
AD,mouse,3,DNAJA4 - HSPA1A,Dnaja4-Hspa1a
AD,mouse,3,DNAJB4 - HSPA1A,Dnajb4-Hspa1a
AD,mouse,4,DPYSL2 - CRMP1,Dpysl2-Crmp1
AD,mouse,4,DPYSL2 - DPYSL3,Dpysl2-Dpysl3
AD,mouse,4,DPYSL2 - DPYSL5,Dpysl2-Dpysl5
AD,mouse,4,DPYSL2 - NUMB,Dpysl2-Numb
AD,mouse,4,DPYSL2 - PRDX2,Dpysl2-Prdx2
AD,mouse,4,MTM1 - BIN1,Mtm1-Bin1
AD,mouse,4,SLC6A3 - SNCA,Slc6a3-Snca
AD,mouse,4,ARSA - SNCA,Arsa-Snca
AD,mouse,4,Ndufb6 - SNCA,Ndufb6-Snca
AD,mouse,4,ITCH - BIN1,Itch-Bin1
AD,mouse,4,BDH2 - SNCA,Bdh2-Snca
AD,mouse,4,GSTO1 - BAG3,Gsto1-Bag3
AD,mouse,4,POLR2M - BIN1,Polr2m-Bin1
AD,mouse,4,E2F1 - BIN1,E2f1-Bin1
AD,mouse,4,ATAD1 - SNCA,Atad1-Snca
AD,mouse,4,VAMP2 - SNCA,Vamp2-Snca
AD,mouse,4,RIN3 - BIN1,Rin3-Bin1
AD,mouse,4,CLIP1 - BIN1,Clip1-Bin1
AD,mouse,4,SNX4 - BIN1,Snx4-Bin1
AD,mouse,4,SNCA - SNCB,Snca-Sncb
AD,mouse,4,SNCA - SYN1,Snca-Syn1
AD,mouse,4,SNCA - SNCA,Snca-Snca
AD,mouse,4,AMPH - BIN1,Amph-Bin1
AD,mouse,4,NBR1 - SPRED2,Nbr1-Spred2
AD,mouse,4,BIN1 - CHMP4B,Bin1-Chmp4b
AD,mouse,4,BIN1 - EHBP1L1,Bin1-Ehbp1l1
AD,mouse,4,MT3 - ACTB,Mt3-Actb
AD,mouse,5,KANK2 - ABI3,Kank2-Abi3
AD,mouse,5,EFNB1 - NCK2,Efnb1-Nck2
AD,mouse,5,ABI1 - NCK2,Abi1-Nck2
AD,mouse,5,EIF3H - ABI3,Eif3h-Abi3
AD,mouse,5,HNRNPK - NCK2,Hnrnpk-Nck2
AD,mouse,6,L1CAM - PRNP,L1cam-Prnp
AD,mouse,6,NPTN - PRNP,Nptn-Prnp
AD,mouse,6,MAG - PRNP,Mag-Prnp
AD,mouse,6,CALM1 - KCNQ2,Calm1-Kcnq2
AD,mouse,6,ATP1B1 - PRNP,Atp1b1-Prnp
AD,mouse,6,ATP1A3 - PRNP,Atp1a3-Prnp
AD,mouse,6,PRNP - GPM6A,Prnp-Gpm6a
AD,mouse,7,CKB - MAPT,Ckb-Mapt
AD,mouse,7,CLOCK - CRY2,Clock-Cry2
AD,mouse,7,KIF5A - KLC1,Kif5a-Klc1
AD,mouse,7,YWHAB - MAPT,Ywhab-Mapt
AD,mouse,7,YWHAB - CCDC6,Ywhab-Ccdc6
AD,mouse,7,Suds3 - CDK5R1,Suds3-Cdk5r1
AD,mouse,7,PPP1CC - MAPT,Ppp1cc-Mapt
AD,mouse,7,PPP1CA - MAPT,Ppp1ca-Mapt
AD,mouse,7,CDK5R1 - CDK5,Cdk5r1-Cdk5
AD,mouse,7,CCDC6 - PPP2R1A,Ccdc6-Ppp2r1a
AD,mouse,7,CCDC6 - PPP4C,Ccdc6-Ppp4c
AD,mouse,7,MAPK8IP3 - KLC1,Mapk8ip3-Klc1
AD,mouse,7,NDEL1 - CDK5,Ndel1-Cdk5
AD,mouse,7,NUB1 - MAPT,Nub1-Mapt
AD,mouse,7,RPS14 - MAPT,Rps14-Mapt
AD,mouse,7,PPIB - MAPT,Ppib-Mapt
AD,mouse,7,CDK5 - MAPT,Cdk5-Mapt
AD,mouse,7,CDK5 - CABLES2,Cdk5-Cables2
AD,mouse,7,CDK5 - CCT3,Cdk5-Cct3
AD,mouse,7,CDK5 - CDKN1B,Cdk5-Cdkn1b
AD,mouse,7,CDK5 - FIBP,Cdk5-Fibp
AD,mouse,7,CDK5 - LRRK2,Cdk5-Lrrk2
AD,mouse,7,TRIM11 - MAPT,Trim11-Mapt
AD,mouse,7,UBA1 - MAPT,Uba1-Mapt
AD,mouse,7,PPP2R1A - MAPT,Ppp2r1a-Mapt
AD,mouse,7,PACSIN1 - MAPT,Pacsin1-Mapt
AD,mouse,7,CLSTN1 - KLC1,Clstn1-Klc1
AD,mouse,7,YWHAE - MAPT,Ywhae-Mapt
AD,mouse,7,NAPB - MAPT,Napb-Mapt
AD,mouse,7,BAG1 - MAPT,Bag1-Mapt
AD,mouse,7,ARF4 - MAPT,Arf4-Mapt
AD,mouse,7,TIA1 - MAPT,Tia1-Mapt
AD,mouse,7,PPP2CA - MAPT,Ppp2ca-Mapt
AD,mouse,7,MAPT - LRRK2,Mapt-Lrrk2
AD,mouse,7,MAPT - OXCT1,Mapt-Oxct1
AD,mouse,7,MAPT - SLC1A2,Mapt-Slc1a2
AD,mouse,7,MAPT - USP5,Mapt-Usp5
AD,mouse,7,MAPT - YWHAG,Mapt-Ywhag
AD,mouse,7,MAPT - YWHAH,Mapt-Ywhah
AD,mouse,7,MAPT - YWHAZ,Mapt-Ywhaz
AD,mouse,8,PPM1B - PPARG,Ppm1b-Pparg
AD,mouse,8,POU4F1 - ESR1,Pou4f1-Esr1
AD,mouse,8,MED14 - PPARG,Med14-Pparg
AD,mouse,8,GRIP1 - ESR1,Grip1-Esr1
AD,mouse,8,ESR2 - NCOA6,Esr2-Ncoa6
AD,mouse,8,ESR2 - RBM39,Esr2-Rbm39
AD,mouse,8,NR1H2 - NPY,Nr1h2-Npy
AD,mouse,8,SP1 - PPARG,Sp1-Pparg
AD,mouse,8,EIF2AK2 - ADAR,Eif2ak2-Adar
AD,mouse,8,STAT5A - ESR1,Stat5a-Esr1
AD,mouse,8,POU4F2 - ESR1,Pou4f2-Esr1
AD,mouse,8,SIRT1 - PPARA,Sirt1-Ppara
AD,mouse,8,SIRT1 - PPARG,Sirt1-Pparg
AD,mouse,8,PGR - ESR1,Pgr-Esr1
AD,mouse,8,NCOA1 - PPARG,Ncoa1-Pparg
AD,mouse,8,NCOR2 - PPARG,Ncor2-Pparg
AD,mouse,8,HDAC3 - PPARG,Hdac3-Pparg
AD,mouse,8,KDM4B - ESR1,Kdm4b-Esr1
AD,mouse,8,NCOA6 - ESR1,Ncoa6-Esr1
AD,mouse,8,NCOA6 - PPARG,Ncoa6-Pparg
AD,mouse,8,ESR1 - NCOA2,Esr1-Ncoa2
AD,mouse,8,MED1 - PPARG,Med1-Pparg
AD,mouse,8,PPARA - NCOR1,Ppara-Ncor1
AD,mouse,8,NCOR1 - PPARG,Ncor1-Pparg
AD,mouse,8,PPARG - NCOA2,Pparg-Ncoa2
AD,mouse,9,DAXX - FAS,Daxx-Fas
AD,mouse,9,DAXX - SLC2A4,Daxx-Slc2a4
AD,mouse,9,FASLG - FAS,Fasl-Fas
AD,mouse,9,LRP1 - GIPC1,Lrp1-Gipc1
AD,mouse,9,FAS - FADD,Fas-Fadd
AD,mouse,10,FANCD2 - MCM2,Fancd2-Mcm2
AD,mouse,10,MAPK7 - NFE2L2,Mapk7-Nfe2l2
AD,mouse,10,NFE2L2 - CERS2,Nfe2l2-Cers2
AD,mouse,10,NFE2L2 - CREBBP,Nfe2l2-Crebbp
AD,mouse,10,NFE2L2 - MAFG,Nfe2l2-Mafg
AD,mouse,10,NFE2L2 - MAFK,Nfe2l2-Mafk
AD,mouse,10,NFE2L2 - SYVN1,Nfe2l2-Syvn1
AD,mouse,10,EIF2S2 - EIF2S1,Eif2s2-Eif2s1
AD,mouse,10,EIF2S1 - RPA1,Eif2s1-Rpa1
AD,mouse,10,TOP1 - PARP1,Top1-Parp1
AD,mouse,10,TIMELESS - MCM2,Timeless-Mcm2
AD,mouse,10,TOP2A - PARP1,Top2a-Parp1
AD,mouse,10,MCM2 - ATRX,Mcm2-Atrx
AD,mouse,10,MCM2 - CHEK1,Mcm2-Chek1
AD,mouse,10,MCM2 - GINS4,Mcm2-Gins4
AD,mouse,10,MCM2 - MCM3,Mcm2-Mcm3
AD,mouse,10,MCM2 - MCMBP,Mcm2-Mcmbp
AD,mouse,11,CASP1 - IL1B,Casp1-Il1b
AD,mouse,11,VEGFA - CRYAB,Vegfa-Cryab
AD,mouse,11,VEGFA - KDR,Vegfa-Kdr
AD,mouse,11,BID - CASP3,Bid-Casp3
AD,mouse,11,DFFA - CASP3,Dffa-Casp3
AD,mouse,11,RIPK1 - TNF,Ripk1-Tnf
AD,mouse,11,PTGES3 - CASP7,Ptges3-Casp7
AD,mouse,11,TBK1 - TNF,Tbk1-Tnf
AD,mouse,11,SHARPIN - TNF,Sharpin-Tnf
AD,mouse,11,TNFRSF1A - TNF,Tnfrsf1a-Tnf
AD,mouse,11,IL1B - CASP8,Il1b-Casp8
AD,mouse,11,CASP3 - BIRC3,Casp3-Birc3
AD,mouse,11,CASP3 - CRYAB,Casp3-Cryab
AD,mouse,11,TNF - IKBKE,Tnf-Ikbke
AD,mouse,11,TNF - RNF31,Tnf-Rnf31
AD,mouse,11,TNF - TNIP1,Tnf-Tnip1
AD,mouse,12,S100A6 - S100B,S100a6-S100b
AD,mouse,12,S100B - S100A1,S100b-S100a1
AD,mouse,13,HNRNPH2 - VCP,Hnrnph2-Vcp
AD,mouse,13,PSMD13 - VCP,Psmd13-Vcp
AD,mouse,13,UBXN2B - VCP,Ubxn2b-Vcp
AD,mouse,13,UBXN7 - VCP,Ubxn7-Vcp
AD,mouse,13,UBAC2 - AMFR,Ubac2-Amfr
AD,mouse,13,RAB11B - VCP,Rab11b-Vcp
AD,mouse,13,ATG16L1 - VCP,Atg16l1-Vcp
AD,mouse,13,VCP - AMFR,Vcp-Amfr
AD,mouse,13,VCP - ASPSCR1,Vcp-Aspscr1
AD,mouse,13,VCP - DERL2,Vcp-Derl2
AD,mouse,13,VCP - HDLBP,Vcp-Hdlbp
AD,mouse,13,VCP - HTT,Vcp-Htt
AD,mouse,13,VCP - NGLY1,Vcp-Ngly1
AD,mouse,13,VCP - NPLOC4,Vcp-Nploc4
AD,mouse,13,VCP - PLAA,Vcp-Plaa
AD,mouse,13,VCP - PSMA1,Vcp-Psma1
AD,mouse,13,VCP - PSMA2,Vcp-Psma2
AD,mouse,13,VCP - PSMA6,Vcp-Psma6
AD,mouse,13,VCP - PSMB6,Vcp-Psmb6
AD,mouse,13,VCP - PSMC4,Vcp-Psmc4
AD,mouse,13,VCP - PSMD12,Vcp-Psmd12
AD,mouse,13,VCP - PSMD4,Vcp-Psmd4
AD,mouse,13,VCP - RNF19A,Vcp-Rnf19a
AD,mouse,13,VCP - SVIP,Vcp-Svip
AD,mouse,13,VCP - UBE4B,Vcp-Ube4b
AD,mouse,13,VCP - UBOX5,Vcp-Ubox5
AD,mouse,13,VCP - UBXN1,Vcp-Ubxn1
AD,mouse,13,VCP - UBXN2A,Vcp-Ubxn2a
AD,mouse,13,VCP - VCPIP1,Vcp-Vcpip1
AD,mouse,13,VCP - ZFAND2B,Vcp-Zfand2b
AD,mouse,13,UBE2G2 - AMFR,Ube2g2-Amfr
AD,mouse,13,GET4 - AMFR,Get4-Amfr
AD,mouse,13,MGRN1 - AMFR,Mgrn1-Amfr
AD,mouse,13,TAB3 - AMFR,Tab3-Amfr
AD,mouse,14,CSF1R - PIK3R1,Csf1r-Pik3r1
AD,mouse,14,CSF1R - FYN,Csf1r-Fyn
AD,mouse,14,CSF1R - SOS1,Csf1r-Sos1
AD,mouse,14,CSF1R - CBL,Csf1r-Cbl
AD,mouse,14,CSF1R - GRB2,Csf1r-Grb2
AD,mouse,14,CSF1R - SOCS1,Csf1r-Socs1
AD,mouse,14,GRIN1 - GRIN2B,Grin1-Grin2b
AD,mouse,14,GRIN2A - GRIN2B,Grin2a-Grin2b
AD,mouse,14,GRIN2A - FYN,Grin2a-Fyn
AD,mouse,14,SH3KBP1 - PIK3R1,Sh3kbp1-Pik3r1
AD,mouse,14,SH3KBP1 - CD2AP,Sh3kbp1-Cd2ap
AD,mouse,14,SH3KBP1 - INPP5D,Sh3kbp1-Inpp5d
AD,mouse,14,GAB1 - PIK3R1,Gab1-Pik3r1
AD,mouse,14,ARC - RNF216,Arc-Rnf216
AD,mouse,14,DLG3 - GRIN2B,Dlg3-Grin2b
AD,mouse,14,INPP5D - SHC1,Inpp5d-Shc1
AD,mouse,14,INPP5D - CRKL,Inpp5d-Crkl
AD,mouse,14,INPP5D - DOK1,Inpp5d-Dok1
AD,mouse,14,INPP5D - DOK2,Inpp5d-Dok2
AD,mouse,14,INPP5D - FCGR2B,Inpp5d-Fcgr2b
AD,mouse,14,INPP5D - PECAM1,Inpp5d-Pecam1
AD,mouse,14,INPP5D - PTPN11,Inpp5d-Ptpn11
AD,mouse,14,SRC - ADRB3,Src-Adrb3
AD,mouse,14,SRC - PTK2B,Src-Ptk2b
AD,mouse,14,ERBB2 - PIK3R1,Erbb2-Pik3r1
AD,mouse,14,HTR6 - MTOR,Htr6-Mtor
AD,mouse,14,HTR6 - NF1,Htr6-Nf1
AD,mouse,14,SOCS3 - INSR,Socs3-Insr
AD,mouse,14,PTK2B - PXN,Ptk2b-Pxn
AD,mouse,14,PTK2B - CBL,Ptk2b-Cbl
AD,mouse,14,PTK2B - DLG4,Ptk2b-Dlg4
AD,mouse,14,PTK2B - EWSR1,Ptk2b-Ewsr1
AD,mouse,14,PTK2B - PITPNM1,Ptk2b-Pitpnm1
AD,mouse,14,PTK2B - SORBS2,Ptk2b-Sorbs2
AD,mouse,14,GAB2 - PIK3R1,Gab2-Pik3r1
AD,mouse,14,TLR4 - TRAF3,Tlr4-Traf3
AD,mouse,14,TLR4 - MYD88,Tlr4-Myd88
AD,mouse,14,TLR4 - TICAM1,Tlr4-Ticam1
AD,mouse,14,TLR4 - TIRAP,Tlr4-Tirap
AD,mouse,14,TLR4 - TRAF6,Tlr4-Traf6
AD,mouse,14,LCK - PIK3R1,Lck-Pik3r1
AD,mouse,14,CRK - PIK3R1,Crk-Pik3r1
AD,mouse,14,CD2AP - CAPZA1,Cd2ap-Capza1
AD,mouse,14,CD2AP - CBL,Cd2ap-Cbl
AD,mouse,14,FBXO2 - BACE1,Fbxo2-Bace1
AD,mouse,14,IRS1 - PIK3R1,Irs1-Pik3r1
AD,mouse,14,IRS1 - INSR,Irs1-Insr
AD,mouse,14,IRS1 - IGF1R,Irs1-Igf1r
AD,mouse,14,IRS1 - PIK3CA,Irs1-Pik3ca
AD,mouse,14,IRS1 - RAD51,Irs1-Rad51
AD,mouse,14,IRS1 - RPS6KB1,Irs1-Rps6kb1
AD,mouse,14,HSPA1B - BAG4,Hspa1b-Bag4; Hspa1a-Bag4
AD,mouse,14,HSPA1B - HSPA2,Hspa1a-Hspa2
AD,mouse,14,HSPA1B - STUB1,Hspa1b-Stub1
AD,mouse,14,HSPA1B - UBQLN2,Hspa1b-Ubqln2
AD,mouse,14,PLCG1 - NTRK1,Plcg1-Ntrk1
AD,mouse,14,PLCG1 - NTRK2,Plcg1-Ntrk2
AD,mouse,14,BDNF - NTRK2,Bdnf-Ntrk2
AD,mouse,14,SHC1 - PIK3R1,Shc1-Pik3r1
AD,mouse,14,SHC1 - NTRK1,Shc1-Ntrk1
AD,mouse,14,SHC1 - NTRK2,Shc1-Ntrk2
AD,mouse,14,JAK2 - PIK3R1,Jak2-Pik3r1
AD,mouse,14,SALL2 - NGFR,Sall2-Ngfr
AD,mouse,14,MAGED1 - NGFR,Maged1-Ngfr
AD,mouse,14,PTPN11 - PIK3R1,Ptpn11-Pik3r1
AD,mouse,14,GRB2 - PIK3R1,Grb2-Pik3r1
AD,mouse,14,PTK2 - FYN,Ptk2-Fyn
AD,mouse,14,ARHGAP32 - GRIN2B,Arhgap32-Grin2b
AD,mouse,14,CD40 - PIK3R1,Cd40-Pik3r1
AD,mouse,14,ACTN2 - GRIN2B,Actn2-Grin2b
AD,mouse,14,KIT - PIK3R1,Kit-Pik3r1
AD,mouse,14,DLG2 - GRIN2B,Dlg2-Grin2b
AD,mouse,14,NTRK1 - NGFR,Ntrk1-Ngfr
AD,mouse,14,NTRK1 - SHC3,Ntrk1-Shc3
AD,mouse,14,NTRK1 - TRAF6,Ntrk1-Traf6
AD,mouse,14,IRS2 - PIK3R1,Irs2-Pik3r1
AD,mouse,14,PIK3CB - PIK3R1,Pik3cb-Pik3r1
AD,mouse,14,MET - GRIN2B,Met-Grin2b
AD,mouse,14,INSR - PIK3R1,Insr-Pik3r1
AD,mouse,14,INSR - GRB10,Insr-Grb10
AD,mouse,14,INSR - IGF1R,Insr-Igf1r
AD,mouse,14,INSR - INSRR,Insr-Insrr
AD,mouse,14,INSR - SH2B2,Insr-Sh2b2
AD,mouse,14,INSR - SOCS1,Insr-Socs1
AD,mouse,14,NTRK2 - PIK3R1,Ntrk2-Pik3r1
AD,mouse,14,NTRK2 - SHC3,Ntrk2-Shc3
AD,mouse,14,CAMK2A - GRIN2B,Camk2a-Grin2b
AD,mouse,14,CBL - PIK3R1,Cbl-Pik3r1
AD,mouse,14,CBL - FYN,Cbl-Fyn
AD,mouse,14,AXL - PIK3R1,Axl-Pik3r1
AD,mouse,14,GRIN2B - DLG4,Grin2b-Dlg4
AD,mouse,14,GRIN2B - FYN,Grin2b-Fyn
AD,mouse,14,GRIN2B - KCTD13,Grin2b-Kctd13
AD,mouse,14,PIK3CA - PIK3R1,Pik3ca-Pik3r1
AD,mouse,14,DLG4 - GRIN2C,Dlg4-Grin2c
AD,mouse,14,TRIM47 - ADAM17,Trim47-Adam17
AD,mouse,14,IGF1R - GRB10,Igf1r-Grb10
AD,mouse,14,CD36 - FYN,Cd36-Fyn
AD,mouse,14,PIK3R1 - CD19,Pik3r1-Cd19
AD,mouse,14,PIK3R1 - CRKL,Pik3r1-Crkl
AD,mouse,14,PIK3R1 - DOK1,Pik3r1-Dok1
AD,mouse,14,PIK3R1 - FYN,Pik3r1-Fyn
AD,mouse,14,PIK3R1 - NYAP2,Pik3r1-Nyap2
AD,mouse,14,NGF - NGFR,Ngf-Ngfr
AD,mouse,14,BCAR1 - FYN,Bcar1-Fyn
AD,mouse,14,KHDRBS1 - FYN,Khdrbs1-Fyn
AD,mouse,14,NGFR - TRAF6,Ngfr-Traf6
AD,mouse,15,CLASP2 - GSK3B,Clasp2-Gsk3b
AD,mouse,15,AXIN1 - GSK3B,Axin1-Gsk3b
AD,mouse,15,PPP3CA - RCAN1,Ppp3ca-Rcan1
AD,mouse,15,PPP3CA - PPP3R1,Ppp3ca-Ppp3r1
AD,mouse,15,GSKIP - GSK3B,Gskip-Gsk3b
AD,mouse,15,PELI3 - GSK3B,Peli3-Gsk3b
AD,mouse,15,AXIN2 - GSK3B,Axin2-Gsk3b
AD,mouse,15,GSK3B - DNM1L,Gsk3b-Dnm1l
AD,mouse,15,GSK3B - GSK3A,Gsk3b-Gsk3a
AD,mouse,15,GSK3B - KIAA1191,Gsk3b-4833439L19Rik
AD,mouse,15,GSK3B - PPP1R2,Gsk3b-Ppp1r2
AD,mouse,15,GSK3B - SNAI1,Gsk3b-Snai1
AD,mouse,15,PPP3CC - PPP3R1,Ppp3cc-Ppp3r1
AD,mouse,15,RCAN1 - PPP3CB,Rcan1-Ppp3cb
AD,mouse,16,OGDH - DLST,Ogdh-Dlst
AD,mouse,16,DLAT - DLST,Dlat-Dlst
AD,mouse,16,TTR - RBP4,Ttr-Rbp4
AD,mouse,16,APOA1 - APOA2,Apoa1-Apoa2
AD,mouse,16,APOA1 - APOB,Apoa1-Apob
AD,mouse,16,CS - DLST,Csl-Dlst; Cs-Dlst
