disease,species,module_id,human_gene,ortholog_in_network,degree_in_target
AD,mouse,8,NCOA7,Ncoa7,1
AD,mouse,8,NCOR1,Ncor1,4
AD,mouse,8,LIN7C,Lin7c,3
AD,mouse,8,CAPRIN1,Caprin1,2
AD,mouse,8,PPARG,Pparg,80
AD,mouse,8,POU5F1,Pou5f1,1
AD,mouse,8,SCYL2,Scyl2,1
AD,mouse,8,NCOA2,Ncoa2,2
AD,mouse,9,SNTB2,Sntb2,2
AD,mouse,9,ACTN4,Actn4,1
AD,mouse,9,DPH1,Dph1,1
AD,mouse,9,ABCA1,Abca1,2
AD,mouse,9,MAP3K5,Map3k5,3
AD,mouse,9,CTU2,Ctu2,1
AD,mouse,9,SLC2A4,Slc2a4,7
AD,mouse,9,DAXX,Daxx,2
AD,mouse,9,TUBB4A,Tubb4a,2
AD,mouse,9,FASLG,Fasl,1
AD,mouse,9,SMAP2,Smap2,1
AD,mouse,9,LRP1,Lrp1,28
AD,mouse,9,FAF1,Faf1,3
AD,mouse,9,LPL,Lpl,1
AD,mouse,9,RELA,Rela,1
AD,mouse,9,TUBB2B,Tubb2b,2
AD,mouse,9,ATG5,Atg5,5
AD,mouse,9,HARS2,Hars2,1
AD,mouse,9,STX12,Stx12,2
AD,mouse,9,GIPC1,Gipc1,3
AD,mouse,9,RAP1A,Rap1a,2
AD,mouse,9,FAS,Fas,9
AD,mouse,9,GPD1L,Gpd1l,1
AD,mouse,9,COPS5,Cops5,3
AD,mouse,9,TUBB3,Tubb3,1
AD,mouse,9,PRKCA,Prkca,3
AD,mouse,9,COPS2,Cops2,2
AD,mouse,9,FADD,Fadd,3
AD,mouse,10,SLC3A2,Slc3a2,2
AD,mouse,10,DYRK1A,Dyrk1a,1
AD,mouse,10,CBX1,Cbx1,1
AD,mouse,10,ATRX,Atrx,1
AD,mouse,10,HDGF,Hdgf,1
AD,mouse,10,FANCD2,Fancd2,37
AD,mouse,10,PAICS,Paics,2
AD,mouse,10,COPS7A,Cops7a,2
AD,mouse,10,HECTD3,Hectd3,1
AD,mouse,10,MAPK7,Mapk7,1
AD,mouse,10,SFN,Sfn,1
AD,mouse,10,NFE2L2,Nfe2l2,26
AD,mouse,10,EIF2S2,Eif2s2,1
AD,mouse,10,EIF2S1,Eif2s1,40
AD,mouse,10,CERS2,Cers2,1
AD,mouse,10,PRPS2,Prps2,1
AD,mouse,10,CORO1B,Coro1b,1
AD,mouse,10,USP14,Usp14,2
AD,mouse,10,ERG,Erg,1
AD,mouse,10,PARP1,Parp1,31
AD,mouse,10,SYVN1,Syvn1,3
AD,mouse,10,TOP1,Top1,2
AD,mouse,10,XRN1,Xrn1,8
AD,mouse,10,LEF1,Lef1,1
AD,mouse,10,ILF2,Ilf2,1
AD,mouse,10,KPNA3,Kpna3,1
AD,mouse,10,UHRF2,Uhrf2,1
AD,mouse,10,CREBBP,Crebbp,5
AD,mouse,10,ZFP36,Zfp36,1
AD,mouse,10,UPF1,Upf1,1
AD,mouse,10,ANK3,Ank3,1
AD,mouse,10,TIMELESS,Timeless,1
AD,mouse,10,CORO1C,Coro1c,1
AD,mouse,10,MCMBP,Mcmbp,1
AD,mouse,10,DIDO1,Dido1,1
AD,mouse,10,MYC,Myc,1
AD,mouse,10,NELFE,Nelfe,1
AD,mouse,10,MOCOS,Mocos,2
AD,mouse,10,GINS4,Gins4,1
AD,mouse,10,SNF8,Snf8,1
AD,mouse,10,MAFK,Mafk,1
AD,mouse,10,CTR9,Ctr9,1
AD,mouse,10,JUN,Jun,2
AD,mouse,10,RPA1,Rpa1,1
AD,mouse,10,TOP2A,Top2a,1
AD,mouse,10,MCM2,Mcm2,26
AD,mouse,10,ELAVL1,Elavl1,1
AD,mouse,10,MAFG,Mafg,1
AD,mouse,10,ARAF,Araf,1
AD,mouse,10,MCM3,Mcm3,2
AD,mouse,10,ARFIP2,Arfip2,1
AD,mouse,10,CHEK1,Chek1,1
AD,mouse,10,USP9X,Usp9x,2
AD,mouse,11,CDKN1A,Cdkn1a,1
AD,mouse,11,ATXN3,Atxn3,2
AD,mouse,11,GLS,Gls,2
AD,mouse,11,RIPK3,Ripk3,1
AD,mouse,11,KDR,Kdr,4
AD,mouse,11,PTGES3,Ptges3,2
AD,mouse,11,CASP1,Casp1,1
AD,mouse,11,CCT2,Cct2,2
AD,mouse,11,PTPRZ1,Ptprz1,1
AD,mouse,11,BIRC2,Birc2,1
AD,mouse,11,HTRA2,Htra2,2
AD,mouse,11,PRKDC,Prkdc,1
AD,mouse,11,CTTN,Cttn,2
AD,mouse,11,TBK1,Tbk1,2
AD,mouse,11,VEGFA,Vegfa,8
AD,mouse,11,BID,Bid,2
AD,mouse,11,RHEB,Rheb,6
AD,mouse,11,CASP7,Casp7,6
AD,mouse,11,LNPEP,Lnpep,1
AD,mouse,11,SHARPIN,Sharpin,3
AD,mouse,11,BDH1,Bdh1,3
AD,mouse,11,NEO1,Neo1,1
AD,mouse,11,DFFA,Dffa,1
AD,mouse,11,TNFRSF1A,Tnfrsf1a,1
AD,mouse,11,IL1B,Il1b,8
AD,mouse,11,NEDD4,Nedd4,4
AD,mouse,11,PTPRS,Ptprs,1
AD,mouse,11,CASP3,Casp3,29
AD,mouse,11,RIPK1,Ripk1,2
AD,mouse,11,TAB2,Tab2,1
AD,mouse,11,AGO2,Ago2,1
AD,mouse,11,BIRC3,Birc3,2
AD,mouse,11,CYLD,Cyld,1
AD,mouse,11,SPARC,Sparc,1
AD,mouse,11,PDIA4,Pdia4,3
AD,mouse,11,CRYAB,Cryab,3
AD,mouse,11,TAB1,Tab1,2
AD,mouse,11,CHUK,Chuk,1
AD,mouse,11,TNF,Tnf,20
AD,mouse,11,HNRNPD,Hnrnpd,5
AD,mouse,11,CASP9,Casp9,1
AD,mouse,11,RNF31,Rnf31,2
AD,mouse,11,IKBKE,Ikbke,1
AD,mouse,11,TNIP1,Tnip1,2
AD,mouse,11,FLT1,Flt1,3
AD,mouse,11,RB1,Rb1,1
AD,mouse,11,CASP8,Casp8,2
AD,mouse,11,MAP3K7,Map3k7,4
AD,mouse,12,S100B,S100b,7
AD,mouse,12,S100A2,S100a2,1
AD,mouse,12,S100A1,S100a1,1
AD,mouse,12,FGFR1,Fgfr1,2
AD,mouse,12,IQGAP1,Iqgap1,1
AD,mouse,12,AGER,Ager,6
AD,mouse,12,S100A6,S100a6,2
AD,mouse,12,MDM2,Mdm2,3
AD,mouse,12,VAV1,Vav1,1
AD,mouse,13,ZFAND1,Zfand1,1
AD,mouse,13,HNRNPH2,Hnrnph2,1
AD,mouse,13,PSMD13,Psmd13,2
AD,mouse,13,UBXN2B,Ubxn2b,2
AD,mouse,13,UBXN7,Ubxn7,1
AD,mouse,13,UBE2D2,Ube2d2a,1
AD,mouse,13,PRSS2,Try10,1
AD,mouse,13,UBE2N,Ube2n,2
AD,mouse,13,CUL1,Cul1,1
AD,mouse,13,PTPRO,Ptpro,1
AD,mouse,13,PKN2,Pkn2,1
AD,mouse,13,SIRT2,Sirt2,1
AD,mouse,13,UBAC2,Ubac2,1
AD,mouse,13,RAB11B,Rab11b,2
AD,mouse,13,RNF149,Rnf149,1
AD,mouse,13,DMXL2,Dmxl2,1
AD,mouse,13,RPS8,Rps8,1
AD,mouse,13,GSTZ1,Gstz1,1
AD,mouse,13,ATG16L1,Atg16l1,10
AD,mouse,13,VCP,Vcp,158
AD,mouse,13,TXN,Txn1,2
AD,mouse,13,ERLIN2,Erlin2,4
AD,mouse,13,UBE2G2,Ube2g2,1
AD,mouse,13,VCPIP1,Vcpip1,2
AD,mouse,13,RPS13,Rps13,1
AD,mouse,13,TRIM33,Trim33,3
AD,mouse,13,TAP2,Tap2,4
AD,mouse,13,CYP19A1,Cyp19a1,1
AD,mouse,13,NGLY1,Ngly1,3
AD,mouse,13,PCBP2,Pcbp2,1
AD,mouse,13,PSMC4,Psmc4,2
AD,mouse,13,HTR3A,Htr3a,1
AD,mouse,13,LZIC,Lzic,1
AD,mouse,13,IL6R,Il6ra,1
AD,mouse,13,UBE4B,Ube4b,2
AD,mouse,13,GET4,Get4,1
AD,mouse,13,CRBN,Crbn,1
AD,mouse,13,NPLOC4,Nploc4,2
AD,mouse,13,PSMA2,Psma2,1
AD,mouse,13,WAC,Wac,1
AD,mouse,13,DUSP1,Dusp1,1
AD,mouse,13,USP15,Usp15,2
AD,mouse,13,UBXN2A,Ubxn2a,1
AD,mouse,13,KCMF1,Kcmf1,1
AD,mouse,13,HBA2,Hba-a1,1
AD,mouse,13,BRSK2,Brsk2,2
AD,mouse,13,PPP1R11,Ppp1r11,1
AD,mouse,13,MGRN1,Mgrn1,1
AD,mouse,13,PSMD4,Psmd4,2
AD,mouse,13,SORD,Sord,1
AD,mouse,13,MID1,Mid1,1
AD,mouse,13,ELAVL4,Elavl4,1
AD,mouse,13,SOCS2,Socs2,2
AD,mouse,13,RPS27A,Rps27a,2
AD,mouse,13,UBR5,Ubr5,1
AD,mouse,13,TAB3,Tab3,2
AD,mouse,13,PLAA,Plaa,1
AD,mouse,13,AKT1,Akt1,6
AD,mouse,13,PSMA1,Psma1,1
AD,mouse,13,ZFAND2B,Zfand2b,2
AD,mouse,13,DNM2,Dnm2,1
AD,mouse,13,RNF19A,Rnf19a,1
AD,mouse,13,SVIP,Svip,1
AD,mouse,13,CETN2,Cetn2,1
AD,mouse,13,PSMB6,Psmb6,1
AD,mouse,13,UBE2I,Ube2i,1
AD,mouse,13,UBOX5,Ubox5,1
AD,mouse,13,UBXN1,Ubxn1,1
AD,mouse,13,PSMB2,Psmb2,1
AD,mouse,13,RPL13,Rpl13,1
AD,mouse,13,ANKRD13D,Ankrd13d,1
AD,mouse,13,HTT,Htt,19
AD,mouse,13,GLUL,Glul,24
AD,mouse,13,AMFR,Amfr,23
AD,mouse,13,DERL2,Derl2,1
AD,mouse,13,PSMA6,Psma6,2
AD,mouse,13,COPS3,Cops3,1
AD,mouse,13,PCK1,Pck1,1
AD,mouse,13,ASPSCR1,Aspscr1,4
AD,mouse,13,UBE2J1,Ube2j1,1
AD,mouse,13,CNIH4,Cnih4,1
AD,mouse,13,PSMD12,Psmd12,2
AD,mouse,13,HDLBP,Hdlbp,1
AD,mouse,13,WIPI2,Wipi2,1
AD,mouse,13,FCHSD2,Fchsd2,1
AD,mouse,14,TNK2,Tnk2,3
AD,mouse,14,ACTN2,Actn2,2
AD,mouse,14,SH3GL2,Sh3gl2,1
AD,mouse,14,KIT,Kit,2
AD,mouse,14,HGS,Hgs,1
AD,mouse,14,PALLD,Palld,1
AD,mouse,14,CSF1R,Csf1r,21
AD,mouse,14,MTOR,Mtor,1
AD,mouse,14,RPS6KB1,Rps6kb1,1
AD,mouse,14,GRIN1,Grin1,11
AD,mouse,14,SOS1,Sos1,4
AD,mouse,14,DLG2,Dlg2,1
AD,mouse,14,NTRK1,Ntrk1,27
AD,mouse,14,RPS6KA3,Rps6ka3,1
AD,mouse,14,IRS2,Irs2,2
AD,mouse,14,PIK3CB,Pik3cb,2
AD,mouse,14,MET,Met,3
AD,mouse,14,GRIN2A,Grin2a,5
AD,mouse,14,CNP,Cnp,1
AD,mouse,14,SH3KBP1,Sh3kbp1,5
AD,mouse,14,PRDX4,Prdx4,1
AD,mouse,14,GAB1,Gab1,3
AD,mouse,14,ARC,Arc,10
AD,mouse,14,NTRK3,Ntrk3,1
AD,mouse,14,DLG3,Dlg3,1
AD,mouse,14,BCHE,Bche,2
AD,mouse,14,PAG1,Pag1,1
AD,mouse,14,ASAP2,Asap2,1
AD,mouse,14,INSR,Insr,29
AD,mouse,14,SEC61A1,Sec61a1,2
AD,mouse,14,ACBD3,Acbd3,1
AD,mouse,14,PIK3R2,Pik3r2,1
AD,mouse,14,NTRK2,Ntrk2,55
AD,mouse,14,MME,Mme,2
AD,mouse,14,CAMK2A,Camk2a,4
AD,mouse,14,PFKP,Pfkp,2
AD,mouse,14,CD22,Cd22,1
AD,mouse,14,ATXN10,Atxn10,1
AD,mouse,14,ATP1A1,Atp1a1,3
AD,mouse,14,INPP5D,Inpp5d,30
AD,mouse,14,SRC,Src,8
AD,mouse,14,HYOU1,Hyou1,4
AD,mouse,14,IKBKB,Ikbkb,3
AD,mouse,14,APMAP,Apmap,4
AD,mouse,14,HSP90B1,Hsp90b1,3
AD,mouse,14,ERBB2,Erbb2,2
AD,mouse,14,HTR6,Htr6,3
AD,mouse,14,SOCS3,Socs3,1
AD,mouse,14,CBL,Cbl,8
AD,mouse,14,PTK2B,Ptk2b,39
AD,mouse,14,GAB2,Gab2,2
AD,mouse,14,TLR4,Tlr4,26
AD,mouse,14,ASAP1,Asap1,2
AD,mouse,14,UBASH3B,Ubash3b,1
AD,mouse,14,LCK,Lck,1
AD,mouse,14,HAP1,Hap1,1
AD,mouse,14,PECAM1,Pecam1,1
AD,mouse,14,SNAP29,Snap29,1
AD,mouse,14,CRK,Crk,3
AD,mouse,14,CD2AP,Cd2ap,95
AD,mouse,14,PTPN6,Ptpn6,1
AD,mouse,14,TNFRSF1B,Tnfrsf1b,1
AD,mouse,14,ROR2,Ror2,1
AD,mouse,14,GGA3,Gga3,1
AD,mouse,14,AXL,Axl,2
AD,mouse,14,DNAJA2,Dnaja2,1
AD,mouse,14,NF1,Nf1,2
AD,mouse,14,DOK2,Dok2,2
AD,mouse,14,EMD,Emd,1
AD,mouse,14,ATP2A2,Atp2a2,2
AD,mouse,14,SH2B2,Sh2b2,2
AD,mouse,14,FBXO2,Fbxo2,2
AD,mouse,14,TICAM1,Ticam1,2
AD,mouse,14,SORBS2,Sorbs2,4
AD,mouse,14,IRS1,Irs1,24
AD,mouse,14,MARK2,Mark2,1
AD,mouse,14,AFG3L2,Afg3l2,1
AD,mouse,14,SOCS1,Socs1,4
AD,mouse,14,ADRB3,Adrb3,1
AD,mouse,14,HSPA4L,Hspa4l,1
AD,mouse,14,GRM1,Grm1,1
AD,mouse,14,SCFD1,Scfd1,1
AD,mouse,14,ERBB4,Erbb4,1
AD,mouse,14,RYR2,Ryr2,2
AD,mouse,14,RNF216,Rnf216,1
AD,mouse,14,AGAP2,Agap2,6
AD,mouse,14,GRIN2B,Grin2b,134
AD,mouse,14,KCTD13,Kctd13,28
AD,mouse,14,GNB1,Gnb1,2
AD,mouse,14,PLCG2,Plcg2,11
AD,mouse,14,BACE1,Bace1,8
AD,mouse,14,EWSR1,Ewsr1,2
AD,mouse,14,PIK3CA,Pik3ca,3
AD,mouse,14,NPHP1,Nphp1,1
AD,mouse,14,CAMP,Camp,1
AD,mouse,14,HSPA1B,"Hspa1a, Hspa1b",47
AD,mouse,14,FBXO21,Fbxo21,1
AD,mouse,14,MAPK1,Mapk1,3
AD,mouse,14,PLCG1,Plcg1,4
AD,mouse,14,BDNF,Bdnf,3
AD,mouse,14,DNM1,Dnm1,5
AD,mouse,14,INSRR,Insrr,1
AD,mouse,14,SHC1,Shc1,5
AD,mouse,14,PXN,Pxn,2
AD,mouse,14,RAD51,Rad51,1
AD,mouse,14,PLXNA4,Plxna4,1
AD,mouse,14,GRIN2C,Grin2c,8
AD,mouse,14,DLG4,Dlg4,16
AD,mouse,14,DNAJC10,Dnajc10,1
AD,mouse,14,TIRAP,Tirap,3
AD,mouse,14,NDFIP1,Ndfip1,1
AD,mouse,14,PYGB,Pygb,1
AD,mouse,14,IGF1R,Igf1r,8
AD,mouse,14,TRIM47,Trim47,1
AD,mouse,14,ROR1,Ror1,1
AD,mouse,14,MYD88,Myd88,2
AD,mouse,14,BTK,Btk,2
AD,mouse,14,IL1R1,Il1r1,1
AD,mouse,14,TUBB6,Tubb6,2
AD,mouse,14,KCNA3,Kcna3,3
AD,mouse,14,RPS6KA1,Rps6ka1,1
AD,mouse,14,TRIM72,Trim72,2
AD,mouse,14,STAP1,Stap1,1
AD,mouse,14,SH3BP1,Sh3bp1,1
AD,mouse,14,CD36,Cd36,2
AD,mouse,14,HSPA8,Hspa8,8
AD,mouse,14,PPM1A,Ppm1a,2
AD,mouse,14,RYK,Ryk,1
AD,mouse,14,JAK2,Jak2,2
AD,mouse,14,SALL2,Sall2,2
AD,mouse,14,TEK,Tek,1
AD,mouse,14,GNAI3,Gnai3,2
AD,mouse,14,RASGRF1,Rasgrf1,2
AD,mouse,14,CACYBP,Cacybp,1
AD,mouse,14,GANAB,Ganab,2
AD,mouse,14,RNF19B,Rnf19b,1
AD,mouse,14,NTF3,Ntf3,1
AD,mouse,14,PIK3R1,Pik3r1,61
AD,mouse,14,NGF,Ngf,1
AD,mouse,14,BAG5,Bag5,1
AD,mouse,14,SLC25A3,Slc25a3,3
AD,mouse,14,DOK1,Dok1,6
AD,mouse,14,MAP4K5,Map4k5,1
AD,mouse,14,UBQLN2,Ubqln2,2
AD,mouse,14,MAGED1,Maged1,1
AD,mouse,14,ACTN3,Actn3,1
AD,mouse,14,CBLB,Cblb,3
AD,mouse,14,NISCH,Nisch,1
AD,mouse,14,JUP,Jup,3
AD,mouse,14,CD19,Cd19,1
AD,mouse,14,SYK,Syk,1
AD,mouse,14,CAPZA1,Capza1,3
AD,mouse,14,TRAF3,Traf3,3
AD,mouse,14,RPGRIP1L,Rpgrip1l,1
AD,mouse,14,PTPN11,Ptpn11,4
AD,mouse,14,PSMD3,Psmd3,2
AD,mouse,14,HSPA2,Hspa2,4
AD,mouse,14,DLG1,Dlg1,1
AD,mouse,14,HSP90AB1,Hsp90ab1,3
AD,mouse,14,TUBA1B,Tuba1b,1
AD,mouse,14,RPL11,Rpl11,2
AD,mouse,14,SIRPA,Sirpa,1
AD,mouse,14,SPTAN1,Sptan1,1
AD,mouse,14,SERPINH1,Serpinh1,1
AD,mouse,14,STUB1,Stub1,7
AD,mouse,14,DNAJB11,Dnajb11,1
AD,mouse,14,SEC23B,Sec23b,1
AD,mouse,14,TBC1D10B,Tbc1d10b,2
AD,mouse,14,BAG2,Bag2,2
AD,mouse,14,NPHS1,Nphs1,3
AD,mouse,14,SEC23A,Sec23a,2
AD,mouse,14,NCK1,Nck1,1
AD,mouse,14,SHC3,Shc3,3
AD,mouse,14,EGF,Egf,1
AD,mouse,14,DNAJC7,Dnajc7,1
AD,mouse,14,GRB2,Grb2,6
AD,mouse,14,BCAR1,Bcar1,3
AD,mouse,14,MERTK,Mertk,1
AD,mouse,14,PRKCD,Prkcd,1
AD,mouse,14,FSCN1,Fscn1,3
AD,mouse,14,ARHGAP44,Arhgap44,1
AD,mouse,14,NYAP2,Nyap2,2
AD,mouse,14,STIP1,Stip1,2
AD,mouse,14,NGFR,Ngfr,15
AD,mouse,14,PTK2,Ptk2,5
AD,mouse,14,RANBP9,Ranbp9,3
AD,mouse,14,ARRB1,Arrb1,1
AD,mouse,14,CAMK2G,Camk2g,2
AD,mouse,14,TRAF6,Traf6,7
AD,mouse,14,RASA1,Rasa1,1
AD,mouse,14,EFS,Efs,1
AD,mouse,14,FYN,Fyn,24
AD,mouse,14,ARHGAP32,Arhgap32,2
AD,mouse,14,SEC24B,Sec24b,1
AD,mouse,14,MIB2,Mib2,1
AD,mouse,14,USP48,Usp48,17
AD,mouse,14,XIAP,Xiap,1
AD,mouse,14,USP10,Usp10,2
AD,mouse,14,P4HB,P4hb,3
AD,mouse,14,GRB10,Grb10,4
AD,mouse,14,SLC25A5,Slc25a5,2
AD,mouse,14,NPHS2,Nphs2,1
AD,mouse,14,ADAM17,Adam17,5
AD,mouse,14,FLT4,Flt4,1
AD,mouse,14,PDIA6,Pdia6,3
AD,mouse,14,BFAR,Bfar,1
AD,mouse,14,WASL,Wasl,1
AD,mouse,14,TYK2,Tyk2,1
AD,mouse,14,EPHA4,Epha4,1
AD,mouse,14,FCGR2B,Fcgr2b,1
AD,mouse,14,KHDRBS1,Khdrbs1,2
AD,mouse,14,DAB2IP,Dab2ip,1
AD,mouse,14,CAD,Cad,1
AD,mouse,14,PITPNM1,Pitpnm1,1
AD,mouse,14,ARHGAP17,Arhgap17,1
AD,mouse,14,GLUD1,Glud1,2
AD,mouse,14,RB1CC1,Rb1cc1,1
AD,mouse,14,BAG4,Bag4,3
AD,mouse,14,CD40,Cd40,1
AD,mouse,14,ABL1,Abl1,3
AD,mouse,14,SLC25A22,Slc25a22,1
AD,mouse,14,CRKL,Crkl,3
AD,mouse,15,GSK3B,Gsk3b,107
AD,mouse,15,PPP3CC,Ppp3cc,2
AD,mouse,15,OFD1,Ofd1,1
AD,mouse,15,PRKAR1B,Prkar1b,2
AD,mouse,15,CLASP2,Clasp2,2
AD,mouse,15,UHRF1,Uhrf1,1
AD,mouse,15,PPP3R1,Ppp3r1,8
AD,mouse,15,KIAA1191,4833439L19Rik,4
AD,mouse,15,PICK1,Pick1,1
AD,mouse,15,VCL,Vcl,3
AD,mouse,15,CRYBG3,Crybg3,1
AD,mouse,15,RPL6,Rpl6,3
AD,mouse,15,STAT2,Stat2,1
AD,mouse,15,GSK3A,Gsk3a,4
AD,mouse,15,PDHB,Pdhb,3
AD,mouse,15,CEBPA,Cebpa,4
AD,mouse,15,EPM2A,Epm2a,1
AD,mouse,15,PPP1R2,Ppp1r2,4
AD,mouse,15,SNAI1,Snai1,1
AD,mouse,15,RCAN1,Rcan1,3
AD,mouse,15,PPP6R3,Ppp6r3,1
AD,mouse,15,MACF1,Macf1,1
AD,mouse,15,AXIN1,Axin1,3
AD,mouse,15,STRAP,Strap,1
AD,mouse,15,DNM1L,Dnm1l,3
AD,mouse,15,DEAF1,Deaf1,1
AD,mouse,15,FBXO7,Fbxo7,1
AD,mouse,15,AKT3,Akt3,1
AD,mouse,15,RCAN3,Rcan3,1
AD,mouse,15,CABYR,Cabyr,1
AD,mouse,15,DLG5,Dlg5,1
AD,mouse,15,CEP152,Cep152,1
AD,mouse,15,PPP3CB,Ppp3cb,4
AD,mouse,15,BTRC,Btrc,2
AD,mouse,15,USP22,Usp22,2
AD,mouse,15,PPP3CA,Ppp3ca,7
AD,mouse,15,NOTCH2,Notch2,2
AD,mouse,15,FCGR2A,Fcgr2b,1
AD,mouse,15,GSKIP,Gskip,1
AD,mouse,15,PSMA7,Psma7,2
AD,mouse,15,PELI3,Peli3,1
AD,mouse,15,RCAN2,Rcan2,1
AD,mouse,15,AXIN2,Axin2,1
AD,mouse,15,WDR62,Wdr62,1
AD,mouse,15,PEX5,Pex5,1
AD,mouse,15,NOTCH3,Notch3,2
AD,mouse,16,OGDH,Ogdh,4
AD,mouse,16,DLAT,Dlat,4
AD,mouse,16,TTR,Ttr,20
AD,mouse,16,APOA1,Apoa1,31
AD,mouse,16,HSPG2,Hspg2,1
AD,mouse,16,NDUFS2,Ndufs2,2
AD,mouse,16,ATF4,Atf4,1
AD,mouse,16,SFXN1,Sfxn1,1
AD,mouse,16,CS,"Cs, Csl",3
AD,mouse,16,CST3,Cst3,12
AD,mouse,16,RPGR,Rpgr,1
AD,mouse,16,ANLN,Anln,1
AD,mouse,16,NDUFA9,Ndufa9,1
AD,mouse,16,GOT1,Got1,2
AD,mouse,16,HSCB,Hscb,1
AD,mouse,16,UBC,Ubc,6
AD,mouse,16,MMP2,Mmp2,1
AD,mouse,16,FGB,Fgb,1
AD,mouse,16,MBP,Mbp,4
AD,mouse,16,SYT17,Syt17,1
AD,mouse,16,F2,F2,11
AD,mouse,16,DLST,Dlst,42
AD,mouse,16,APOB,Apob,3
AD,mouse,16,GFM1,Gfm1,2
AD,mouse,16,CAPZB,Capzb,3
AD,mouse,16,CLPP,Clpp,2
AD,mouse,16,C4A,C4b,1
AD,mouse,16,C3,C3,11
AD,mouse,16,VIM,Vim,4
AD,mouse,16,MDH2,Mdh2,4
AD,mouse,16,TFAM,Tfam,14
AD,mouse,16,PDE4DIP,Pde4dip,3
AD,mouse,16,HP,Hp,2
AD,mouse,16,MRPS10,Mrps10,1
AD,mouse,16,RBP4,Rbp4,2
AD,mouse,16,GRSF1,Grsf1,1
AD,mouse,16,FGG,Fgg,1
AD,mouse,16,AGTRAP,Agtrap,1
AD,mouse,16,SSBP1,Ssbp1,1
AD,mouse,16,NR3C1,Nr3c1,1
AD,mouse,16,CCT7,Cct7,1
AD,mouse,16,CAPZA2,Capza2,3
AD,mouse,16,HSPD1,Hspd1,4
AD,mouse,16,C4B,C4b,1
AD,mouse,16,CFI,Cfi,1
AD,mouse,16,NDUFS7,Ndufs7,2
AD,mouse,16,MRPS7,Mrps7,1
AD,mouse,16,ITGAM,Itgam,1
AD,mouse,16,MTIF2,Mtif2,1
AD,mouse,16,AMBP,Ambp,1
AD,mouse,16,IDE,Ide,2
AD,mouse,16,CTSB,Ctsb,3
AD,mouse,16,PZP,Mug2,1
AD,mouse,16,HDAC6,Hdac6,3
AD,mouse,16,NDUFS3,Ndufs3,2
AD,mouse,16,ANK2,Ank2,1
AD,mouse,16,ALDH1A1,Aldh1a1,1
AD,mouse,16,APOA4,Apoa4,2
AD,mouse,16,NSFL1C,Nsfl1c,3
AD,mouse,16,ALDH2,Aldh2,28
AD,mouse,16,TF,Trf,9
AD,mouse,16,RAF1,Raf1,1
AD,mouse,16,TFB1M,Tfb1m,1
AD,mouse,16,APOA2,Apoa2,4
AD,mouse,16,A2M,A2m,7
AD,mouse,16,HADHA,Hadha,1
AD,mouse,16,ALDH6A1,Aldh6a1,1
AD,mouse,16,SERPINA1,"Serpina1b, Serpina1c",3
AD,mouse,17,CSTF2,Cstf2,1
AD,mouse,17,FUT8,Fut8,1
AD,mouse,17,YBX1,Ybx1,1
AD,mouse,17,SLC30A3,Slc30a3,1
AD,mouse,17,NCAM1,Ncam1,6
AD,mouse,17,ARL15,Arl15,1
AD,mouse,17,ECEL1,Ecel1,2
AD,mouse,17,SLC30A4,Slc30a4,2
AD,mouse,17,OTUB1,Otub1,4
AD,mouse,17,IREB2,Ireb2,6
AD,mouse,17,SPAG9,Spag9,1
AD,mouse,17,HFE,Hfe,1
AD,mouse,17,METTL9,Mettl9,1
AD,mouse,17,EIF5,Eif5,1
AD,mouse,18,ATP2B2,Atp2b2,2
AD,mouse,18,EIF3F,Eif3f,1
AD,mouse,18,WWP2,Wwp2,1
AD,mouse,18,TGFBR2,Tgfbr2,2
AD,mouse,18,MAOB,Maob,9
AD,mouse,18,NDUFA13,Ndufa13,3
AD,mouse,18,DNMT1,Dnmt1,1
AD,mouse,18,CLU,Clu,33
AD,mouse,18,PTPN2,Ptpn2,1
AD,mouse,18,HES1,Hes1,1
AD,mouse,18,STAT3,Stat3,35
AD,mouse,18,MYOF,Myof,2
AD,mouse,18,ECH1,Ech1,1
AD,mouse,18,ANXA2,Anxa2,2
AD,mouse,18,TWIST1,Twist1,1
AD,mouse,18,FOS,Fos,3
AD,mouse,18,MAPK3,Mapk3,2
AD,mouse,18,MAOA,Maoa,8
AD,mouse,18,MSRB1,Msrb1,1
AD,mouse,18,PTPRF,Ptprf,1
AD,mouse,18,BICD1,Bicd1,3
AD,mouse,18,SRI,Sri,1
AD,mouse,18,IRAK1,Irak1,3
AD,mouse,18,IL6ST,Il6st,1
AD,mouse,18,EIF4EBP1,Eif4ebp1,1
AD,mouse,18,BMX,Bmx,1
AD,mouse,18,ULK1,Ulk1,2
AD,mouse,18,ATP7B,Atp7b,2
AD,mouse,18,PDIA3,Pdia3,7
AD,mouse,18,CORO1A,Coro1a,1
AD,mouse,18,RET,Ret,2
AD,mouse,18,MRPS31,Mrps31,2
AD,mouse,19,VLDLR,Vldlr,9
AD,mouse,19,ABI2,Abi2,1
AD,mouse,19,DLD,Dld,3
AD,mouse,19,GRN,Grn,60
AD,mouse,19,OTUD5,Otud5,1
AD,mouse,19,MYLIP,Mylip,3
AD,mouse,19,IKBKG,Ikbkg,6
AD,mouse,19,ERBB3,Erbb3,1
AD,mouse,19,DAB1,Dab1,6
AD,mouse,19,TLE3,Tle3,1
AD,mouse,19,LEP,Lep,3
